ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	ENSEMBL_ID
A_33_P3255459	0.927	0.001242	-6.3145859	-0.3983	-2.23e-01	LOC100133461	ENST00000508619
A_21_P0001018	0.927	0.001291	6.2628902	-0.4292	3.01e-01	XLOC_000397	ENST00000419105
A_24_P751492	0.927	0.001311	-6.2430963	-0.4411	-8.60e-02	C9orf128	ENST00000423537
A_33_P3464749	0.927	0.001345	-6.208278	-0.4622	-2.01e-01	LOC253044	
A_21_P0009568	0.927	0.001455	-6.105256	-0.5255	-8.09e-02	XLOC_012866	
A_24_P404458	0.927	0.001479	-6.0838257	-0.5388	-2.62e-01	ITGB1BP3	ENST00000395034
A_24_P374461	0.927	0.001509	-6.0581851	-0.5548	-2.37e-01	ZNF804B	ENST00000333190
A_33_P3399693	0.927	0.001551	-6.0221144	-0.5775	-8.93e-02		ENST00000480694
A_33_P3238941	0.927	0.00178	-5.8461412	-0.6908	-1.71e-01	ANKRD18A	ENST00000357072
A_23_P368681	0.927	0.001852	-5.796454	-0.7236	-3.27e-01	GIMAP2	ENST00000223293
A_23_P303671	0.927	0.001866	5.7870556	-0.7298	1.73e-01	ECM2	ENST00000344604
A_24_P182494	0.927	0.00197	-5.7195991	-0.775	-9.04e-02	DUSP10	ENST00000494642
A_23_P252758	0.927	0.001976	5.7157262	-0.7776	1.60e-01	KEL	ENST00000470850
A_21_P0000058	0.927	0.002034	-5.6799378	-0.8018	-7.54e-02	PROM2	ENST00000317668
A_33_P3317558	0.927	0.002057	5.6656287	-0.8115	7.90e-02	WHAMMP3	
A_23_P74290	0.927	0.002092	-5.6449543	-0.8256	-8.16e-02	GBP5	ENST00000490568
A_23_P216376	0.927	0.002177	-5.5962482	-0.8592	-2.66e-01	CNGB3	ENST00000320005
A_21_P0002805	0.927	0.002241	-5.5612512	-0.8835	-1.00e-01	XLOC_002921	ENST00000467896
A_23_P63402	0.927	0.002386	-5.484964	-0.937	-1.10e-01	GPSM2	ENST00000264126
A_33_P3334102	0.927	0.002458	5.4496344	-0.9621	1.11e-01	ARHGAP27	ENST00000290470
A_21_P0011469	0.927	0.002495	-5.4318835	-0.9748	-2.31e-01	LOC390705	
A_33_P3246935	0.927	0.002556	5.4030104	-0.9956	9.94e-02	CSMD2	ENST00000373380
A_33_P3392829	0.927	0.002603	-5.381267	-1.0113	-2.18e-01	ESPNL	ENST00000343063
A_33_P3378785	0.927	0.002623	-5.3722607	-1.0178	-1.72e-01	FAM99A	
A_33_P3333224	0.927	0.002671	5.3505823	-1.0336	1.27e-01	GLIS2	ENST00000262366
A_23_P53126	0.927	0.002727	-5.3262248	-1.0513	-1.01e-01	LMO2	ENST00000257818
A_23_P167599	0.927	0.00274	5.3206142	-1.0555	1.17e-01	FAM134B	ENST00000306320
A_33_P3282307	0.927	0.00279	-5.299287	-1.0711	-7.39e-02	ADARB2	ENST00000381305
A_21_P0004088	0.927	0.002852	-5.2736357	-1.0901	-2.01e-01	XLOC_004706	ENST00000509455
A_23_P212608	0.927	0.002937	5.239312	-1.1156	1.78e-01	CLSTN2	ENST00000458420
A_23_P254594	0.927	0.002968	-5.227189	-1.1246	-9.56e-02	GNRH1	ENST00000276414
A_24_P413884	0.927	0.003027	5.2044786	-1.1416	4.78e-01	CENPA	ENST00000233505
A_24_P179467	0.927	0.003085	5.1825946	-1.1581	8.92e-02	SLC1A6	ENST00000544886
A_33_P3223701	0.927	0.003166	5.1525773	-1.1809	3.15e-01	SPATA16	ENST00000351008
A_23_P363936	0.927	0.003248	-5.1232105	-1.2032	-1.03e-01	HSPA4L	ENST00000296464
A_23_P2077	0.927	0.003318	5.099065	-1.2217	1.87e-01	OR4C3	ENST00000395239
A_23_P319232	0.927	0.003392	5.0737335	-1.2412	1.73e-01	KIAA1045	ENST00000242315
A_23_P127406	0.927	0.003395	5.072774	-1.242	9.12e-02	KDM4D	ENST00000536741
A_23_P4714	0.927	0.003399	-5.0715889	-1.2429	-7.66e-02	MIA	ENST00000263369
A_21_P0009206	0.927	0.003508	5.0356579	-1.2708	3.02e-01	XLOC_012596	
A_23_P153616	0.927	0.00352	5.0320425	-1.2736	1.32e-01	MADCAM1	ENST00000215637
A_21_P0000628	0.927	0.003567	-5.016985	-1.2853	-2.27e-01	LGALS8-AS1	ENST00000493812
A_23_P435657	0.927	0.003628	4.9976834	-1.3004	8.36e-02	ALMS1P	ENST00000450720
A_23_P425925	0.927	0.003694	4.9775742	-1.3163	1.30e-01	KRT222	ENST00000394052
A_33_P3369371	0.927	0.00397	-4.8972116	-1.3801	-8.22e-02	GPX3	ENST00000388825
A_24_P557479	0.927	0.004034	-4.8794679	-1.3944	-2.41e-01	XAF1	ENST00000361842
A_24_P495367	0.927	0.004075	4.8682995	-1.4034	1.29e-01	GRXCR1	ENST00000399770
A_24_P299474	0.927	0.004131	4.8532667	-1.4155	1.48e-01	ODZ2	ENST00000403607
A_24_P364954	0.927	0.004144	4.8498469	-1.4183	6.67e-02	C17orf101	ENST00000313056
A_23_P141505	0.927	0.004162	-4.8452207	-1.422	-1.44e-01	CLEC10A	ENST00000254868
A_33_P3287472	0.927	0.004173	-4.8421886	-1.4245	-1.70e-01	PPP1R27	ENST00000330261
A_23_P14083	0.927	0.004222	4.8292766	-1.435	1.39e-01	AMIGO2	ENST00000429635
A_33_P3335730	0.927	0.00424	4.8246333	-1.4387	1.04e-01		ENST00000377300
A_23_P346431	0.927	0.004243	4.8239476	-1.4393	8.75e-02	FAM194A	ENST00000313811
A_33_P3382714	0.927	0.00426	-4.8194473	-1.4429	-2.06e-01	LOC144742	
A_33_P3354945	0.927	0.00451	-4.7573984	-1.4938	-1.33e-01	CSF1	ENST00000369801
A_23_P141362	0.927	0.004583	4.739946	-1.5082	1.19e-01	FZD2	ENST00000541149
A_24_P314786	0.927	0.004585	-4.7395459	-1.5086	-2.16e-01	SLC4A10	ENST00000415711
A_33_P3313283	0.927	0.004667	4.7202179	-1.5246	1.30e-01	CILP2	ENST00000291495
A_33_P3253628	0.927	0.004689	-4.7151237	-1.5289	-8.74e-02	AGXT2L2	ENST00000476487
A_21_P0003512	0.927	0.004734	4.7048645	-1.5374	1.35e-01	XLOC_004087	ENST00000504365
A_23_P97826	0.927	0.004764	4.698059	-1.5431	2.86e-01	TECTB	
A_32_P216548	0.927	0.004766	-4.6975468	-1.5435	-2.64e-01	LDLRAP1	ENST00000488127
A_21_P0010158	0.927	0.004773	4.6961177	-1.5447	1.16e-01	XLOC_013918	ENST00000424837
A_33_P3246663	0.927	0.004795	4.6911597	-1.5488	6.37e-02	PIRT	ENST00000441732
A_21_P0007341	0.927	0.00482	-4.6854107	-1.5537	-3.84e-01	XLOC_009417	ENST00000529017
A_23_P87310	0.927	0.00489	4.6700875	-1.5665	6.43e-02	LMO1	ENST00000335790
A_32_P18470	0.927	0.004943	4.6583668	-1.5764	6.59e-02	TCEAL5	ENST00000372680
A_23_P73170	0.927	0.005285	4.5870606	-1.6369	5.73e-02	NDST3	ENST00000296499
A_23_P103803	0.927	0.005338	-4.5765198	-1.6459	-1.53e-01	FCRL3	ENST00000368186
A_23_P406448	0.927	0.005455	4.5536796	-1.6655	6.19e-02	RAB9B	ENST00000243298
A_24_P287043	0.927	0.005495	4.5458908	-1.6722	7.45e-02	IFITM2	ENST00000527146
A_21_P0000835	0.927	0.005537	4.5378468	-1.6792	1.16e-01	LOC100129845	
A_33_P3619171	0.927	0.005593	-4.5273975	-1.6882	-9.40e-02	PMAIP1	ENST00000269518
A_24_P205036	0.927	0.00569	4.5092579	-1.7039	6.78e-02	ZNF676	ENST00000397121
A_23_P430558	0.927	0.00572	-4.5037266	-1.7087	-1.85e-01	CHRND	ENST00000543200
A_33_P3240512	0.927	0.005752	4.4980068	-1.7137	6.83e-02	KCTD12	ENST00000377474
A_23_P27306	0.927	0.00579	-4.4911306	-1.7197	-3.16e-01	COLEC12	ENST00000400256
A_23_P146146	0.927	0.005884	-4.4742481	-1.7344	-2.52e-01	ATP6V0D2	ENST00000285393
A_24_P110558	0.927	0.005948	4.4629336	-1.7443	7.26e-02	IGIP	ENST00000333305
A_24_P370472	0.927	0.005963	-4.460443	-1.7465	-1.23e-01	HLA-DRB4	ENST00000411959
A_33_P3360271	0.927	0.006008	-4.4526025	-1.7534	-1.37e-01	EVX2	
A_33_P3378136	0.927	0.006138	4.4303209	-1.773	1.71e-01	OR5D14	ENST00000335605
A_21_P0000757	0.927	0.006149	-4.4284771	-1.7746	-4.25e-01	LOC100507377	
A_21_P0004501	0.927	0.006194	-4.4208501	-1.7814	-2.77e-01	XLOC_004341	
A_32_P62997	0.927	0.006305	-4.4025636	-1.7976	-3.17e-01	PBK	ENST00000301905
A_33_P3265394	0.927	0.006398	4.3874771	-1.811	5.55e-02	WDR74	ENST00000538098
A_21_P0011855	0.927	0.006456	-4.3781964	-1.8193	-1.89e-01	XLOC_l2_007571	ENST00000438432
A_33_P3364626	0.927	0.006503	-4.3707751	-1.8259	-9.63e-02	TMEM194B	ENST00000343105
A_33_P3218089	0.927	0.006528	4.3667453	-1.8295	2.28e-01	CLDN24	ENST00000541814
A_21_P0000675	0.927	0.006595	-4.3562557	-1.8389	-3.07e-01	LOC100287846	ENST00000528139
A_23_P167030	0.927	0.006682	4.3428162	-1.8509	2.06e-01	PTH1R	ENST00000427125
A_23_P48327	0.927	0.006696	4.3406985	-1.8528	3.16e-01	KCTD4	ENST00000405872
A_32_P146113	0.927	0.006793	-4.3260322	-1.8661	-5.97e-02	C6orf81	ENST00000471400
A_24_P303874	0.927	0.006874	4.3139378	-1.877	8.83e-02	C9orf62	ENST00000320778
A_23_P342825	0.927	0.006968	4.3000615	-1.8895	6.08e-02	FBXW4	ENST00000389046
A_33_P3281403	0.927	0.007113	-4.2792843	-1.9084	-1.66e-01	TRAF3IP3	ENST00000367024
A_21_P0009904	0.927	0.007184	4.2691464	-1.9176	1.03e-01	XLOC_013772	ENST00000428999
A_23_P30098	0.927	0.007187	4.2687583	-1.918	1.48e-01	ADH4	ENST00000423445
A_23_P99642	0.927	0.007221	4.2639633	-1.9224	7.35e-02	SLC7A7	ENST00000554061
A_33_P3323760	0.927	0.00723	4.262719	-1.9235	2.02e-01	LOC153684	
A_23_P4773	0.927	0.007331	4.2486603	-1.9363	4.49e-01	LILRB5	ENST00000463460
A_23_P371145	0.927	0.007332	-4.248481	-1.9365	-7.49e-02	ADPRHL1	ENST00000375418
A_23_P407080	0.927	0.007374	-4.2427847	-1.9417	-5.15e-01	HEATR7B2	ENST00000399564
A_23_P326157	0.927	0.007389	4.2406824	-1.9437	1.91e-01	GAL3ST2	ENST00000192314
A_32_P22622	0.927	0.007437	-4.2342214	-1.9496	-5.70e-02	NOP14	ENST00000546137
A_23_P216610	0.927	0.00762	4.2097248	-1.9721	9.85e-02	SUSD1	ENST00000374270
A_23_P64990	0.927	0.007637	-4.2075084	-1.9742	-6.71e-02	RAD52	ENST00000488642
A_24_P355967	0.927	0.007848	4.1802247	-1.9994	2.08e-01	HTR2A	ENST00000542664
A_23_P31315	0.927	0.00787	-4.1775009	-2.002	-7.46e-02	CBX3	ENST00000481057
A_24_P12397	0.927	0.007886	-4.175413	-2.0039	-3.28e-01	TREM2	ENST00000373122
A_23_P81898	0.927	0.007893	-4.1745877	-2.0047	-2.62e-01	UBD	ENST00000355973
A_33_P3260125	0.927	0.007915	4.1717064	-2.0074	9.99e-02	LDLRAD2	ENST00000344642
A_33_P3416634	0.927	0.007931	4.1696854	-2.0092	7.79e-02	PRSS41	
A_23_P134340	0.927	0.007952	-4.1670677	-2.0117	-2.04e-01	NEUROD6	ENST00000297142
A_33_P3492042	0.927	0.008156	-4.1418349	-2.0352	-1.42e-01	LINC00307	ENST00000451410
A_23_P202156	0.927	0.008244	-4.1311811	-2.0452	-5.99e-02	NFKB2	ENST00000428099
A_21_P0004654	0.927	0.008282	4.1266797	-2.0494	2.86e-01	XLOC_005315	ENST00000415106
A_23_P72340	0.927	0.008348	-4.1187743	-2.0568	-2.30e-01	AVPR1B	ENST00000367126
A_19_P00317272	0.927	0.008407	-4.11186	-2.0633	-8.88e-02	LOC440900	ENST00000412690
A_23_P1102	0.927	0.008483	-4.1029204	-2.0718	-1.69e-01	ACTA1	ENST00000366682
A_21_P0000732	0.927	0.008605	4.0888767	-2.085	7.83e-02	LOC100507567	
A_24_P940149	0.927	0.008618	4.0873823	-2.0864	5.05e-02	C2CD2	ENST00000380486
A_33_P3564487	0.927	0.00873	-4.0746142	-2.0985	-1.02e-01	LOC285878	ENST00000456049
A_24_P280706	0.927	0.008752	4.0722145	-2.1008	8.24e-02	SUGT1	
A_33_P3298861	0.927	0.008798	-4.0670699	-2.1057	-1.63e-01	SLC12A8	ENST00000314584
A_23_P10506	0.927	0.008908	4.0548173	-2.1173	8.80e-02	HPGDS	ENST00000295256
A_23_P159305	0.927	0.008909	4.0546622	-2.1175	1.09e-01	TAF15	ENST00000311979
A_24_P79617	0.927	0.008972	-4.0478546	-2.1239	-1.26e-01	KIAA0040	
A_32_P526255	0.927	0.009061	-4.0381757	-2.1332	-4.68e-01	PNPLA1	ENST00000457797
A_33_P3357431	0.927	0.009127	-4.0310709	-2.14	-8.92e-02		ENST00000317652
A_21_P0008579	0.927	0.009227	-4.0204195	-2.1502	-3.63e-01	XLOC_011513	
A_21_P0007786	0.927	0.009232	-4.0198754	-2.1507	-1.56e-01	LOC387895	
A_33_P3400389	0.927	0.009252	4.017727	-2.1527	5.55e-02	SPATS2L	
A_24_P416997	0.927	0.009417	-4.0005559	-2.1692	-4.17e-01	APOL3	
A_33_P3290709	0.927	0.0095	3.9919976	-2.1775	2.31e-01	EGFL6	ENST00000361306
A_23_P96761	0.927	0.009514	3.9905198	-2.1789	5.44e-02	ACADM	ENST00000420607
A_21_P0014606	0.927	0.009609	3.9809174	-2.1882	9.59e-02	LOC100506950	ENST00000415255
A_33_P3601202	0.927	0.009667	3.9751001	-2.1938	3.28e-01	IFNA22P	
A_23_P363647	0.927	0.009732	3.9685986	-2.2001	1.03e-01	DDX26B	ENST00000493637
A_33_P3413558	0.927	0.00974	-3.9678114	-2.2008	-1.44e-01	CD226	
A_23_P335388	0.927	0.009753	3.9664703	-2.2021	3.84e-01	C17orf78	ENST00000300618
A_32_P114896	0.927	0.009798	3.9620731	-2.2064	1.20e-01	PTGES3	ENST00000552354
A_23_P143190	0.927	0.009895	-3.9525525	-2.2156	-1.52e-01	MYBL2	ENST00000396863
A_23_P69179	0.927	0.009916	-3.9504843	-2.2176	-8.05e-02	LEPREL1	ENST00000319332
A_23_P326760	0.927	0.009917	3.9503544	-2.2177	2.70e-01	MYRIP	ENST00000302541
A_23_P30554	0.927	0.009981	3.9441363	-2.2238	5.41e-02	KCNIP1	ENST00000520740
A_32_P36694	0.927	0.010095	3.9331839	-2.2344	5.92e-02	JAZF1	ENST00000283928
A_24_P133584	0.927	0.010108	-3.9319677	-2.2356	-1.71e-01	MFGE8	ENST00000542878
A_33_P3216098	0.927	0.010115	3.9312761	-2.2363	1.05e-01	DGCR9	
A_24_P145019	0.927	0.010118	3.9309895	-2.2366	7.94e-02	LOC100129858	
A_23_P96590	0.927	0.010126	3.9302717	-2.2373	6.20e-02	GPRASP1	
A_23_P148088	0.927	0.010142	-3.9287084	-2.2388	-3.12e-01	FGG	ENST00000492082
A_23_P40108	0.927	0.010209	3.9223396	-2.245	6.87e-02	COL9A3	ENST00000466192
A_24_P250815	0.927	0.010268	-3.916794	-2.2504	-4.44e-01	POF1B	ENST00000262753
A_33_P3377514	0.927	0.010367	3.9076388	-2.2594	1.64e-01	HOXA1	ENST00000343060
A_23_P2097	0.927	0.010392	3.9053311	-2.2617	1.08e-01	TRIM68	ENST00000531101
A_23_P204980	0.927	0.010464	-3.8987003	-2.2682	-5.86e-02	UGGT2	ENST00000376747
A_23_P170733	0.927	0.010516	-3.8939627	-2.2728	-7.91e-02	ANTXR2	ENST00000449651
A_32_P539109	0.927	0.010626	-3.8839785	-2.2826	-3.23e-01	BPIFB6	ENST00000542375
A_23_P153155	0.927	0.010645	-3.8822548	-2.2843	-8.55e-02	GALR1	
A_23_P166797	0.927	0.010662	3.8807612	-2.2858	1.38e-01	RTP4	ENST00000259030
A_23_P256965	0.927	0.010663	-3.8806239	-2.2859	-2.46e-01	C8orf12	ENST00000284481
A_21_P0004807	0.927	0.010683	-3.8788269	-2.2877	-2.06e-01	XLOC_005935	ENST00000449466
A_23_P348227	0.927	0.010733	3.8744299	-2.292	1.27e-01	ZNF135	
A_23_P500353	0.927	0.010737	-3.874034	-2.2924	-1.02e-01	KCNN2	ENST00000264773
A_23_P212830	0.927	0.010788	-3.8695121	-2.2969	-2.44e-01	FGFR3	ENST00000312875
A_33_P3228322	0.927	0.010827	3.8660653	-2.3003	9.53e-02	IL18BP	
A_33_P3281537	0.927	0.01087	-3.8622593	-2.304	-8.17e-02	SLC27A3	ENST00000271857
A_23_P69863	0.927	0.01093	3.8570243	-2.3092	6.53e-02	PCDHB5	ENST00000231134
A_24_P55496	0.927	0.01098	-3.8526873	-2.3135	-1.84e-01	OSR2	ENST00000518199
A_21_P0003159	0.927	0.011036	3.8477998	-2.3183	1.32e-01	CCDC80	ENST00000473959
A_33_P3379701	0.927	0.011067	3.8451488	-2.321	5.29e-02	TRIM36	
A_24_P51322	0.927	0.011095	-3.8427368	-2.3234	-1.47e-01	FLG	ENST00000368799
A_33_P3333805	0.927	0.011122	-3.8404858	-2.3256	-5.15e-02	ZNF337	ENST00000376412
A_21_P0007531	0.927	0.011213	-3.8327196	-2.3333	-1.81e-01	XLOC_009682	
A_21_P0012120	0.927	0.011223	-3.8318962	-2.3341	-7.63e-02	ARHGAP40	ENST00000373345
A_23_P4190	0.927	0.011317	-3.8239675	-2.342	-6.31e-02	ACSF2	ENST00000511147
A_33_P3399090	0.927	0.011325	3.8232414	-2.3427	5.30e-02	DIXDC1	ENST00000440460
A_23_P8754	0.927	0.011348	-3.8213503	-2.3446	-1.05e-01	AASS	ENST00000358954
A_23_P210164	0.927	0.01142	-3.8153635	-2.3506	-1.72e-01	HOXD8	ENST00000544999
A_33_P3857239	0.927	0.011458	3.8122207	-2.3537	8.53e-02	KRT42P	ENST00000445433
A_33_P3407409	0.927	0.011489	-3.8096489	-2.3563	-1.66e-01	ZSCAN10	ENST00000252463
A_19_P00321562	0.927	0.0115	-3.8087354	-2.3572	-7.89e-02	C7orf71	ENST00000409974
A_21_P0000811	0.927	0.01158	3.8022059	-2.3637	2.31e-01	LOC100507389	ENST00000476385
A_33_P3285779	0.927	0.01163	3.7981448	-2.3677	8.31e-02	LOC340113	ENST00000505518
A_23_P95536	0.927	0.011657	3.7959213	-2.37	1.07e-01	ADAM29	
A_33_P3292283	0.927	0.011687	-3.7934676	-2.3724	-7.50e-02	KIAA0087	ENST00000242109
A_23_P94434	0.927	0.01178	-3.7859981	-2.3799	-3.49e-01	HRCT1	ENST00000354323
A_33_P3261973	0.927	0.011804	-3.784105	-2.3818	-6.21e-02	AP4B1	ENST00000369564
A_24_P200000	0.927	0.011824	-3.7825314	-2.3834	-6.57e-02	STEAP3	ENST00000450943
A_32_P790361	0.927	0.011857	-3.7798646	-2.3861	-1.52e-01	ZNF90	ENST00000473524
A_21_P0001612	0.927	0.011857	-3.7798611	-2.3861	-1.72e-01	LINC00303	
A_24_P77364	0.927	0.011869	3.7789445	-2.387	4.87e-02	BOLA3	ENST00000469676
A_33_P3740529	0.927	0.011926	3.7744489	-2.3915	4.02e-01	LOC645485	
A_23_P402670	0.927	0.011943	3.7730732	-2.3929	1.80e-01	CD1A	ENST00000289429
A_33_P3319900	0.927	0.012008	3.7680011	-2.398	1.68e-01	PRG1	
A_23_P385843	0.927	0.012037	3.7656639	-2.4003	1.80e-01	DEFB127	ENST00000382388
A_33_P3239317	0.927	0.012122	3.7590793	-2.407	5.54e-02	LOC400752	
A_33_P3882264	0.927	0.01217	3.7553649	-2.4107	2.02e-01	GRASPOS	
A_21_P0000767	0.927	0.012192	3.7537005	-2.4124	3.11e-01	LOC100505540	ENST00000424428
A_23_P64721	0.927	0.012298	-3.7455878	-2.4206	-4.18e-01	HCAR3	ENST00000528880
A_23_P425681	0.927	0.012333	3.7429042	-2.4233	2.31e-01	CCK	ENST00000396169
A_23_P16523	0.927	0.012369	-3.7401429	-2.4261	-1.39e-01	GDF15	ENST00000252809
A_23_P70814	0.927	0.012391	3.7384612	-2.4278	2.42e-01	C6orf123	ENST00000495520
A_33_P3242373	0.927	0.012431	-3.7354835	-2.4308	-5.49e-02	AFF1	ENST00000503369
A_33_P3375516	0.927	0.012471	-3.7324559	-2.4338	-4.52e-01	EIF4E1B	ENST00000515458
A_24_P661641	0.927	0.01253	3.7280534	-2.4383	6.24e-02	LOC400027	
A_21_P0008883	0.927	0.012561	-3.7257382	-2.4406	-4.92e-01	LOC100505619	
A_23_P55586	0.927	0.012666	3.7179291	-2.4486	2.91e-01	CDH20	ENST00000262717
A_21_P0000183	0.927	0.012698	-3.7156124	-2.4509	-4.10e-01	LOC100505676	
A_33_P3314407	0.927	0.012717	-3.7142229	-2.4523	-2.02e-01	ENO4	ENST00000341276
A_24_P329795	0.927	0.01273	3.7132553	-2.4533	1.50e-01	C10orf10	ENST00000298295
A_21_P0000318	0.927	0.012758	3.711234	-2.4554	1.00e-01	SNORA24	
A_23_P352494	0.927	0.01279	3.7088451	-2.4578	8.10e-02	RHOXF2	ENST00000371388
A_23_P218937	0.927	0.012795	-3.708468	-2.4582	-1.27e-01	PCDHGC3	
A_23_P89780	0.927	0.012857	-3.7040124	-2.4627	-1.20e-01	LAMA3	
A_33_P3300430	0.927	0.012922	3.6992859	-2.4675	1.96e-01	FBN3	ENST00000341066
A_24_P753476	0.927	0.01296	3.6965941	-2.4703	1.42e-01	LOC340508	
A_23_P371039	0.927	0.013013	3.6927644	-2.4742	2.61e-01	NTSR1	ENST00000370501
A_23_P82588	0.927	0.013022	3.6921139	-2.4748	4.64e-02	C7orf55	ENST00000481123
A_23_P54144	0.927	0.013167	-3.6818387	-2.4853	-1.11e-01	BMP4	ENST00000417573
A_24_P409519	0.927	0.013172	3.6814747	-2.4857	6.01e-02	PTPN5	ENST00000396171
A_23_P55616	0.927	0.013209	-3.6788404	-2.4884	-2.45e-01	SLC14A1	
A_24_P220472	0.927	0.013216	3.6784035	-2.4888	3.53e-01	SPATA12	ENST00000334325
A_33_P3349289	0.927	0.013267	3.6747676	-2.4925	1.68e-01	ARGFXP2	
A_21_P0007332	0.927	0.013301	-3.6724071	-2.495	-4.25e-01	XLOC_009403	
A_21_P0005227	0.927	0.013335	3.6700334	-2.4974	9.57e-02	XLOC_006059	ENST00000440213
A_24_P74508	0.927	0.013348	-3.6691246	-2.4983	-6.19e-02	SLC25A18	ENST00000327451
A_23_P93641	0.927	0.013385	3.6666155	-2.5009	1.43e-01	AKR1B10	ENST00000359579
A_23_P24784	0.927	0.013435	-3.6631345	-2.5045	-1.78e-01	TNNI2	ENST00000381906
A_23_P403991	0.927	0.013494	-3.6590368	-2.5087	-1.49e-01	TRPM8	ENST00000324695
A_24_P73730	0.927	0.013536	3.6561877	-2.5116	1.13e-01	CCDC113	ENST00000443128
A_33_P3342081	0.927	0.013552	-3.6551256	-2.5127	-2.45e-01	PRDM1	ENST00000369096
A_23_P79360	0.927	0.013562	-3.6544507	-2.5134	-2.32e-01	NOSTRIN	
A_33_P3229171	0.927	0.013569	3.6539237	-2.5139	2.45e-01	FLJ44635	
A_33_P3389728	0.927	0.013576	3.6534295	-2.5144	1.04e-01	NR5A2	ENST00000367362
A_33_P3706494	0.927	0.013585	3.6528434	-2.515	2.65e-01	LOC284294	
A_24_P369232	0.927	0.013632	3.6496455	-2.5183	6.28e-02	CCDC3	ENST00000378839
A_23_P254978	0.927	0.01365	3.6484238	-2.5196	6.43e-02	TATDN1	ENST00000523888
A_33_P3286536	0.927	0.013654	3.6481403	-2.5199	1.01e-01	FUT4	ENST00000358752
A_24_P416961	0.927	0.01371	-3.6443823	-2.5237	-5.74e-02	ARVCF	ENST00000344269
A_21_P0001873	0.927	0.013757	3.6411916	-2.527	1.11e-01	XLOC_001508	ENST00000423168
A_23_P2825	0.927	0.013783	3.6395042	-2.5287	8.08e-02	KLHL1	ENST00000377844
A_21_P0008667	0.927	0.013785	-3.6393284	-2.5289	-1.36e-01	XLOC_011344	
A_21_P0005598	0.927	0.013814	-3.6374144	-2.5309	-3.32e-01	LOC100506236	
A_23_P205875	0.927	0.013814	-3.6374141	-2.5309	-1.36e-01	SCAND2	ENST00000348993
A_23_P152995	0.927	0.013888	3.6324805	-2.536	1.25e-01	SLC6A4	ENST00000261707
A_32_P114003	0.927	0.013955	3.6280432	-2.5406	2.68e-01	LOC100192378	
A_21_P0009735	0.927	0.014092	-3.6190451	-2.5498	-6.12e-02	XLOC_013195	
A_23_P34375	0.927	0.014101	-3.6184428	-2.5505	-1.04e-01	TCEA3	ENST00000450454
A_23_P395585	0.927	0.014211	-3.6113075	-2.5578	-1.34e-01	C3orf22	ENST00000318225
A_23_P405815	0.927	0.014279	-3.6069331	-2.5624	-9.74e-02	PYGM	ENST00000540450
A_24_P156388	0.927	0.014281	3.6067833	-2.5625	5.26e-02	TTC38	ENST00000381031
A_33_P3339860	0.927	0.014442	3.5964648	-2.5732	1.07e-01	PLEKHA2	ENST00000420274
